,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
271,Vila Franca do Campo,40,PT,1562433034,68,37.72,-25.43,69.8,10.29
272,Luanda,40,AO,1562433609,83,-8.83,13.24,73.4,8.05
273,Abu Dhabi,0,AE,1562433539,67,24.47,54.37,95.0,16.11
274,Souillac,0,FR,1562433202,45,45.6,-0.6,86.0,11.41
275,Cairns,15,AU,1562433259,93,-16.92,145.77,66.2,10.29
276,Accra,20,GH,1562433610,83,5.56,-0.21,80.6,14.99
277,Paris,0,FR,1562433464,31,48.86,2.35,89.6,10.29
278,Ponta do Sol,64,BR,1562433212,40,-20.63,-46.0,63.94,10.31
279,Shwebo,100,MM,1562433611,73,22.57,95.7,80.14,17.36
280,Pueblo Bello,75,CO,1562433611,79,8.2,-76.53,84.2,9.17
281,Susanville,1,US,1562433611,31,40.42,-120.65,78.01,6.62
282,Igatpuri,100,IN,1562433611,94,19.7,73.57,72.4,9.24
283,Kanadey,99,RU,1562433612,97,53.17,47.53,57.1,6.44
284,Kalevala,59,FI,1562433612,74,64.12,29.58,59.62,5.37
285,Imeni Poliny Osipenko,0,RU,1562433242,97,52.42,136.49,56.38,1.7
286,Kavieng,100,PG,1562433212,78,-2.57,150.8,79.78,6.89
287,Yumen,100,CN,1562433613,48,40.29,97.04,65.74,6.67
288,Rio Piracicaba,65,BR,1562433613,27,-19.93,-43.17,73.12,4.72
289,Ilhabela,62,BR,1562433613,66,-23.78,-45.36,62.68,16.64
290,Quatre Cocos,40,MU,1562433614,78,-20.21,57.76,73.4,6.93
291,Muros,75,ES,1562433614,77,42.77,-9.06,71.01,4.7
292,Talcahuano,75,CL,1562433614,82,-36.72,-73.12,57.2,14.99
293,Sorland,100,NO,1562433615,90,67.67,12.69,48.28,22.62
294,Tual,67,ID,1562433230,80,-5.67,132.75,77.44,19.22
295,Saint-Francois,0,FR,1562433275,36,46.42,3.91,91.4,2.24
296,Ostrovnoy,100,RU,1562433251,89,68.05,39.51,47.2,8.59
297,Balad,34,ID,1562433616,96,-6.76,108.42,65.38,2.68
298,Mehamn,20,NO,1562433208,83,71.03,27.85,46.12,22.73
299,Buta,100,CD,1562433616,90,2.79,24.73,72.04,0.74
300,Atherton,2,AU,1562433616,93,-17.27,145.48,66.2,10.29
301,Sulangan,34,PH,1562433216,78,11.14,123.72,81.94,4.52
302,Kutum,50,SD,1562433617,22,14.2,24.66,90.22,3.89
303,Vestmanna,75,FO,1562433617,81,62.16,-7.17,46.4,16.11
304,Pajapan,75,MX,1562433617,62,18.26,-94.69,87.8,6.15
305,Alofi,18,NU,1562433224,83,-19.06,-169.92,69.8,4.7
306,Lahaina,20,US,1562433618,65,20.87,-156.68,77.0,4.7
307,Viedma,0,AR,1562433252,50,-40.81,-62.99,56.02,6.15
308,Sao Joao da Barra,75,BR,1562433270,53,-21.64,-41.05,73.4,23.04
309,Havoysund,72,NO,1562433619,93,71.0,24.66,48.2,17.22
310,Touros,40,BR,1562433230,62,-5.2,-35.46,84.2,11.41
311,Atasu,33,KZ,1562433619,50,48.68,71.64,72.58,10.09
312,Boende,82,CD,1562433620,91,-0.28,20.88,75.1,3.22
313,Salalah,90,OM,1562433266,88,17.01,54.1,82.4,4.7
314,College,1,US,1562433620,68,64.86,-147.8,73.99,3.36
315,Benguela,4,AO,1562433620,88,-12.58,13.4,70.06,2.1
316,Hirara,100,JP,1562433621,85,24.8,125.28,84.46,18.05
317,Latung,0,ID,1562433621,75,-8.45,120.42,62.5,5.57
318,Colombo,20,BR,1562433621,44,-25.29,-49.22,59.0,3.36
319,Cacequi,0,BR,1562433622,54,-29.88,-54.83,49.36,5.48
320,Kamenskiy,100,RU,1562433622,89,50.89,45.49,59.62,5.61
321,Sitka,100,US,1562433197,72,37.17,-99.65,75.99,4.54
322,Lafia,44,NG,1562433622,80,8.5,8.51,80.68,5.06
323,Zhigansk,0,RU,1562433623,88,66.77,123.37,45.58,6.26
324,Batagay-Alyta,99,RU,1562433623,87,67.8,130.41,43.78,3.89
325,Belaya Gora,100,RU,1562433624,96,68.54,146.19,53.14,12.37
326,Lazaro Cardenas,100,MX,1562433624,39,28.39,-105.62,84.99,3.0
327,Mitu,0,IR,1562433624,17,36.2,46.09,72.94,11.48
328,Ternate,20,PH,1562433624,83,14.29,120.72,82.4,4.7
329,Fort Nelson,75,CA,1562433240,59,58.81,-122.69,62.6,4.7
330,Brae,98,GB,1562433223,71,60.4,-1.35,51.8,13.87
331,Barabai,0,ID,1562433625,94,-2.59,115.38,73.48,1.34
332,Mangrol,100,IN,1562433625,79,25.33,76.51,81.04,10.56
333,Severo-Kurilsk,91,RU,1562433205,93,50.68,156.12,42.7,3.83
334,Havelock,20,US,1562433330,83,34.88,-76.9,89.6,6.93
335,Pauini,64,BR,1562433626,46,-7.71,-67.0,82.66,6.2
336,Port Hawkesbury,1,CA,1562433627,40,45.62,-61.36,90.0,11.41
337,Kashin,93,RU,1562433627,94,57.36,37.61,50.26,7.16
338,Anloga,54,GH,1562433627,78,5.79,0.9,79.06,14.41
339,Artyom,90,RU,1562433628,100,43.36,132.19,57.2,4.47
340,Marienburg,75,DE,1562433274,87,52.12,9.98,66.2,12.75
341,Bay Village,1,US,1562433605,69,41.48,-81.92,89.01,9.17
342,La Union,25,GT,1562433628,20,14.97,-89.29,81.0,3.0
343,Rodrigues Alves,90,BR,1562433629,88,-7.74,-72.65,71.6,11.41
344,Javanrud,0,IR,1562433629,7,34.8,46.49,89.6,6.93
345,Dwarka,75,IN,1562433629,70,28.58,77.04,91.99,6.93
346,Visby,0,SE,1562433630,67,57.64,18.3,60.8,11.41
347,Rocha,15,UY,1562433247,64,-34.48,-54.34,46.84,11.16
348,Baraboo,90,US,1562433630,73,43.47,-89.74,70.0,4.7
349,Zuenoula,49,CI,1562433631,76,7.43,-6.04,79.6,3.06
350,Kalmunai,100,LK,1562433167,68,7.42,81.82,78.52,3.85
351,Hervey Bay,90,AU,1562433631,93,-25.3,152.85,62.01,9.17
352,La Ronge,75,CA,1562433257,49,55.1,-105.3,68.0,3.36
353,Pingxiang,100,CN,1562433632,92,27.63,113.85,75.82,2.98
354,Lhokseumawe,28,ID,1562433632,95,5.18,97.15,70.78,3.15
355,Esperance,89,AU,1562433225,93,-33.86,121.89,48.2,11.41
356,Puerto Suarez,14,BO,1562433633,48,-18.96,-57.8,66.2,9.17
357,Chicama,40,PE,1562433250,88,-7.84,-79.15,64.4,12.75
358,Mascote,20,BR,1562433634,79,-15.56,-39.3,84.2,11.41
359,Huallanca,28,PE,1562433634,47,-9.9,-76.94,48.28,7.96
360,Saint-Joseph,0,FR,1562433253,55,43.56,6.97,91.4,8.05
361,Redlands,5,US,1562433558,53,34.06,-117.19,86.0,5.7
362,Nueva Guinea,67,NI,1562433634,73,11.69,-84.46,84.46,12.08
363,Sinaloa,1,MX,1562433635,43,32.55,-115.28,89.6,3.36
364,Tabou,98,CI,1562433465,83,4.42,-7.36,75.1,8.3
365,Ancud,20,CL,1562433243,100,-41.87,-73.83,48.2,6.93
366,Tuatapere,56,NZ,1562433210,76,-46.13,167.69,49.54,37.63
367,Sturgeon Bay,90,US,1562433636,88,44.83,-87.38,69.01,12.75
368,Spornoye,0,RU,1562433636,37,50.84,37.29,68.0,13.42
369,Jega,0,NG,1562433636,33,12.22,4.38,96.7,6.26
370,Cervo,0,BR,1562433637,50,-22.19,-46.24,55.4,6.85
371,Tahoua,0,NE,1562433270,39,14.89,5.26,98.6,9.17
372,Kaitangata,82,NZ,1562432965,69,-46.28,169.85,41.0,8.99
373,Vao,96,EE,1562433235,87,59.1,26.19,55.12,7.0
374,New Bedford,1,US,1562433411,59,41.64,-70.93,93.0,10.29
375,Derzhavinsk,0,KZ,1562433638,62,51.1,66.31,62.86,7.05
376,Honningsvag,39,NO,1562433256,88,70.98,25.97,45.94,27.11
377,Bilma,23,NE,1562433638,11,18.69,12.92,104.26,6.15
378,Tooele,1,US,1562433638,31,40.53,-112.3,84.99,9.17
379,Qinzhou,100,CN,1562433639,87,21.96,108.62,81.94,8.03
380,Idar,1,DE,1562433639,28,49.72,7.3,87.01,14.99
381,Severo-Yeniseyskiy,53,RU,1562433639,90,60.37,93.04,58.0,9.01
382,Esso,99,RU,1562433640,95,55.93,158.7,44.5,3.62
383,Pacific Grove,90,US,1562433601,87,36.62,-121.92,62.01,9.01
384,Namibe,75,AO,1562433243,90,-15.19,12.15,68.98,9.4
385,Gigmoto,100,PH,1562433640,76,13.78,124.39,83.74,10.92
386,Carnarvon,0,ZA,1562433231,40,-30.97,22.13,52.06,15.21
387,Raymondville,75,US,1562433641,69,37.34,-91.83,87.8,4.7
388,Clarence Town,90,AU,1562433641,100,-32.59,151.78,54.0,4.7
389,Richards Bay,0,ZA,1562433263,53,-28.77,32.06,72.76,18.72
390,Vestmannaeyjar,0,IS,1562433642,87,63.44,-20.27,55.4,12.75
391,Rancho Palos Verdes,90,US,1562433459,72,33.75,-118.37,71.01,4.7
392,Hobyo,79,SO,1562433261,71,5.35,48.53,79.6,25.28
393,Tigil,24,RU,1562433642,91,57.8,158.67,51.7,8.55
394,Bonavista,99,CA,1562433643,82,48.65,-53.11,48.99,5.99
395,Williamsburg,1,US,1562433600,62,37.27,-76.71,89.6,8.05
396,Voskresenskoye,100,RU,1562433643,98,56.84,45.43,53.32,6.31
397,Boulsa,47,BF,1562433643,31,12.66,-0.57,97.24,6.4
398,Priladozhskiy,40,RU,1562433644,62,59.85,31.48,59.0,4.47
399,Akcaabat,75,TR,1562433644,73,41.02,39.57,77.0,11.41
400,Ormara,16,PK,1562433225,85,25.21,64.64,81.58,8.14
401,Danilovka,100,RU,1562433645,91,50.35,44.12,59.62,9.31
402,Kavaratti,100,IN,1562433235,80,10.57,72.64,83.74,18.07
403,Lavrentiya,24,RU,1562433214,53,65.58,-170.99,63.4,3.29
404,Prince Rupert,90,CA,1562433271,100,54.32,-130.32,55.4,3.36
405,Lata,76,IN,1562433219,89,30.78,78.62,45.04,1.03
406,Shingu,100,JP,1562433646,98,33.72,135.99,64.12,3.06
407,Rasskazovo,64,RU,1562433646,86,52.66,41.88,53.86,8.59
408,Beyneu,78,KZ,1562433226,18,45.32,55.19,86.44,18.97
409,Teknaf,100,BD,1562433646,80,20.86,92.31,84.64,28.34
410,Bajil,91,ES,1562433647,31,38.23,-2.07,86.0,7.0
411,Mkushi,0,ZM,1562433647,51,-13.61,29.4,58.54,5.57
412,Vagur,58,FO,1562433267,86,61.47,-6.81,47.92,16.84
413,Torbay,75,CA,1562433253,68,47.66,-52.73,69.01,8.05
414,San Felipe,97,CL,1562433626,48,-32.75,-70.73,69.01,1.01
415,Mount Gambier,75,AU,1562433115,76,-37.83,140.78,55.4,14.99
416,San Carlos de Bariloche,0,AR,1562433648,71,-41.13,-71.31,46.4,3.36
417,Ilovlya,0,RU,1562433649,46,49.31,43.98,73.0,13.42
418,Shelburne,90,CA,1562433649,78,44.08,-80.2,84.99,9.17
419,Meybod,20,IR,1562433649,11,32.25,54.02,100.4,11.41
420,Papagaios,100,BR,1562433426,37,-19.45,-44.75,71.68,7.58
421,Thanh Hoa,20,VN,1562433650,100,10.21,106.33,78.8,3.36
422,Ishigaki,91,JP,1562433650,88,24.34,124.16,84.1,14.32
423,Union,40,US,1562433555,74,34.72,-81.62,87.8,3.36
424,Partizanskoye,22,RU,1562433651,35,53.35,78.35,74.2,19.24
425,Erenhot,0,CN,1562433241,29,43.65,111.97,68.62,7.29
426,Nandu,20,CN,1562433651,94,31.44,119.33,78.01,2.24
427,Tilichiki,100,RU,1562433651,93,60.47,166.1,46.66,2.55
428,Makokou,86,GA,1562433652,89,0.56,12.85,72.94,3.06
429,Petropavlovsk-Kamchatskiy,75,RU,1562433232,100,53.05,158.65,50.0,2.24
430,Black Forest,75,AU,1562433652,82,-34.96,138.58,59.0,11.41
431,Jalu,0,LY,1562433127,14,29.03,21.55,90.94,8.41
432,Asosa,98,ET,1562433653,92,10.07,34.53,66.64,2.89
433,Holsted,59,DK,1562433654,76,55.51,8.92,57.99,20.8
434,Meadow Lake,75,CA,1562433534,68,54.13,-108.44,66.2,4.7
435,Batemans Bay,0,AU,1562433365,91,-35.71,150.18,48.0,5.01
436,Saint George,20,GR,1562433200,38,39.45,22.34,93.2,11.41
437,Namatanai,74,PG,1562433203,81,-3.66,152.44,77.8,7.7
438,Port Lincoln,99,AU,1562433245,77,-34.72,135.86,57.82,17.38
439,Mareeba,27,AU,1562433655,93,-16.99,145.42,66.2,10.29
440,North Bend,90,US,1562433253,77,43.41,-124.22,61.0,3.36
441,Aloleng,83,PH,1562433655,79,16.13,119.78,83.74,10.27
442,Vardo,40,US,1562433655,58,39.62,-77.74,91.4,4.7
443,Noumea,0,NC,1562433656,77,-22.28,166.46,66.2,8.05
444,Waipawa,46,NZ,1562433206,94,-39.94,176.59,43.0,3.71
445,La Tuque,74,CA,1562433656,33,47.44,-72.79,77.08,13.91
446,Rome,0,IT,1562433244,35,41.89,12.48,91.99,6.93
447,Camacupa,0,AO,1562433657,36,-12.02,17.48,58.18,1.59
448,Belyy Yar,0,RU,1562433657,77,53.6,91.39,64.4,2.24
449,Nargana,84,PA,1562433657,79,9.44,-78.59,82.48,8.34
450,Rivadavia,100,AR,1562433658,39,-31.53,-68.59,48.64,4.12
451,Nizhnevartovsk,0,RU,1562433658,72,60.93,76.58,62.6,2.24
452,Varkaus,0,FI,1562433658,55,62.32,27.87,62.6,2.24
453,Burnie,98,AU,1562433218,95,-41.05,145.91,48.99,3.0
454,Sable-sur-Sarthe,0,FR,1562433659,38,47.84,-0.33,90.0,10.29
455,Sojat,88,IN,1562433627,73,25.92,73.67,81.76,13.89
456,Forotic,0,RO,1562433659,35,45.23,21.59,86.0,2.24
457,Glasgow,58,GB,1562433659,48,55.86,-4.24,66.2,3.36
458,Tripoli,40,GR,1562433660,65,37.51,22.37,82.4,1.81
459,Nokaneng,0,BW,1562433660,16,-19.66,22.19,62.14,5.41
460,Amahai,99,ID,1562433660,95,-3.31,129.0,79.0,10.07
461,Agirish,53,RU,1562433660,89,61.92,63.02,54.58,4.9
462,Akonolinga,69,CM,1562433661,96,3.77,12.24,70.06,3.4
463,Yangambi,100,CD,1562433661,79,0.77,24.47,76.36,1.41
464,Brasilia,20,BR,1562433584,62,-10.9,-37.55,84.2,12.75
465,Peru,40,US,1562433550,70,41.33,-89.13,90.0,3.36
466,Sarangani,6,PH,1562433662,77,5.4,125.46,82.12,6.15
467,Frankfort,40,US,1562433402,58,38.2,-84.87,89.01,4.7
468,Lethem,8,GY,1562433268,47,3.38,-59.8,91.12,7.52
469,Birao,0,CF,1562433663,58,10.3,22.78,83.92,5.82
470,Mata de Sao Joao,40,BR,1562433619,78,-12.53,-38.3,82.4,14.99
471,Qiqihar,78,CN,1562433663,94,47.35,123.91,61.06,2.21
472,Reconquista,0,AR,1562433664,37,-29.14,-59.64,54.04,4.16
473,Susaki,0,JP,1562433664,77,33.42,133.28,75.0,1.1
474,Dingle,95,PH,1562433232,88,11.0,122.67,74.74,3.58
475,Oranjemund,14,ZA,1562433619,92,-28.55,16.43,55.12,9.31
476,Champerico,40,MX,1562433665,58,16.38,-93.6,86.0,3.36
477,Brewster,75,US,1562433665,74,41.76,-70.08,90.0,19.46
478,Naze,81,NG,1562433225,91,5.43,7.07,76.36,6.91
479,Shimorskoye,33,RU,1562433666,90,55.33,42.04,53.68,5.88
480,Puebloviejo,75,CO,1562433666,70,10.99,-74.28,93.2,6.93
481,High Level,75,CA,1562433666,43,58.52,-117.13,71.6,2.24
482,Marathon,40,CA,1562433666,42,48.72,-86.38,68.0,8.05
483,Haines Junction,69,CA,1562433667,37,60.75,-137.51,69.52,4.94
484,Henties Bay,0,NA,1562433667,93,-22.12,14.28,53.01,5.01
485,Gloucester,75,GB,1562433511,72,51.87,-2.25,71.01,3.49
486,Okato,0,NZ,1562433226,93,-39.19,173.88,54.0,14.0
487,Lichinga,0,MZ,1562433668,60,-13.3,35.25,64.12,3.94
488,Timmins,75,CA,1562433668,45,48.48,-81.33,68.0,9.17
489,Perieti,0,RO,1562433668,28,44.4,24.55,84.2,10.29
490,Salinas,90,US,1562433669,82,36.67,-121.66,63.0,4.7
491,Deputatskiy,79,RU,1562433669,80,69.3,139.9,48.46,4.16
492,Papara,75,BR,1562433669,66,-3.98,-38.73,86.0,14.99
493,Sugod,82,PH,1562433669,85,12.99,124.08,78.52,3.74
494,Hofn,20,IS,1562433217,20,64.25,-15.21,64.4,14.99
495,Huanren,22,CN,1562433670,92,41.26,125.37,61.78,1.07
496,Eureka,90,US,1562432989,72,40.8,-124.16,63.0,11.41
497,Coachella,1,US,1562433670,24,33.68,-116.18,97.0,5.82
498,Palmer,75,AU,1562433671,82,-34.85,139.16,59.0,11.41
499,Coquimbo,90,CL,1562433266,76,-29.95,-71.34,70.0,5.82
500,Banka,100,IN,1562433672,80,24.88,86.92,84.1,11.07
501,Tarime,80,TZ,1562433672,84,-1.35,34.38,67.0,0.98
502,Gazanjyk,0,TM,1562433222,21,39.24,55.52,95.98,8.19
503,Creston,40,CA,1562433634,77,49.1,-116.52,70.0,4.41
504,Shambu,29,ET,1562433673,94,9.57,37.1,55.66,0.22
505,Turan,1,RU,1562433673,91,52.15,93.92,48.46,2.04
506,Santa Helena de Goias,0,BR,1562433673,38,-17.81,-50.6,64.66,9.53
507,Ibra,0,OM,1562433674,42,22.69,58.55,86.98,2.42
508,Cayenne,75,GF,1562433674,70,4.94,-52.33,87.8,11.41
509,Ler,75,NO,1562433674,71,63.2,10.3,55.0,12.75
510,Liuzhou,100,CN,1562433675,91,24.32,109.41,78.16,15.12
511,Wodonga,98,AU,1562433675,93,-36.12,146.89,50.0,8.77
512,Boralday,75,KZ,1562433675,56,43.36,76.86,73.4,6.71
513,Havre-Saint-Pierre,1,CA,1562433676,82,50.23,-63.6,66.2,6.93
514,Tiarei,75,PF,1562433676,78,-17.53,-149.33,75.2,8.05
515,Ozerki,0,RU,1562433676,46,53.63,83.71,71.6,4.47
516,Remerschen,0,DE,1562433676,27,49.49,6.35,87.8,12.75
517,Florianopolis,0,BR,1562433677,36,-27.6,-48.55,64.99,4.7
518,Fiche,69,ET,1562433677,74,9.77,38.74,65.74,6.42
519,Huarmey,87,PE,1562433227,87,-10.07,-78.15,63.4,13.47
520,Trairi,97,BR,1562433271,57,-3.28,-39.27,86.08,6.04
521,Eyl,56,SO,1562433678,45,7.98,49.82,85.54,16.8
522,Fare,9,PF,1562433678,81,-16.7,-151.02,76.72,14.83
523,Somoto,25,NI,1562433679,50,13.48,-86.58,85.9,6.67
524,Kita,75,JP,1562433679,94,35.76,139.74,70.0,21.92
525,Marystown,96,CA,1562433679,73,47.17,-55.16,61.6,12.68
526,Shimoda,100,JP,1562433676,73,34.7,138.93,73.99,5.01
527,Flinders,40,AU,1562433265,100,-34.58,150.85,55.99,4.7
528,Monrovia,75,LR,1562433243,78,6.33,-10.8,80.6,11.41
529,Kindersley,75,CA,1562433680,68,51.47,-109.16,70.0,12.75
530,Kattivakkam,40,IN,1562433209,74,13.22,80.32,87.8,11.41
531,Senador Jose Porfirio,2,BR,1562433681,47,-2.59,-51.95,91.48,1.5
532,Grand Gaube,40,MU,1562433236,73,-20.01,57.66,73.4,6.93
533,Bogale,100,MM,1562433681,84,16.29,95.4,77.62,4.9
534,Tonantins,52,BR,1562433682,69,-2.86,-67.77,84.64,3.76
535,Kukshi,100,IN,1562433682,92,22.21,74.76,75.1,11.72
536,Inirida,62,CO,1562433682,68,3.87,-67.92,85.9,4.27
537,Miri,47,NG,1562433265,57,10.31,9.75,82.84,3.09
538,Lagoa,20,PT,1562433548,73,37.14,-8.45,79.0,23.04
539,Ahipara,86,NZ,1562433236,100,-35.17,173.16,42.01,9.01
540,Hay River,90,CA,1562433211,100,60.82,-115.79,57.2,5.82
541,Bubaque,86,GW,1562433683,84,11.28,-15.83,79.6,12.06
542,Sinnamary,19,GF,1562433274,78,5.38,-52.96,81.04,14.32
543,Mahon,75,IE,1562433684,77,51.89,-8.4,66.2,5.82
